User-Journey,age_group,language_preferred,Journey Number,Journey Start Date,Journey End Date,Events Combo,# of Touchpoints,Journey Duration,Conversion,Email,Facebook,House Ads,Instagram,Push
a100000104-1,0-18 years,English,1,2018-01-04,2018-01-05,"Conversion, House Ads",1,1,1,0,0,1,0,0
a100001456-1,30-36 years,English,1,2018-01-16,2018-01-16,House Ads,1,0,0,0,0,1,0,0
a100002654-1,30-36 years,English,1,2018-01-01,2018-01-01,Instagram,1,0,0,0,0,0,1,0
a100000527-1,19-24 years,English,1,2018-01-02,2018-01-02,"Conversion, Push",1,0,1,0,0,0,0,1
a100002022-1,45-55 years,English,1,2018-01-04,2018-01-30,"House Ads, Instagram",2,26,0,0,0,1,1,0
a100004147-1,19-24 years,English,1,2018-01-09,2018-01-09,Facebook,1,0,0,0,1,0,0,0
a100000381-1,45-55 years,English,1,2018-01-11,2018-01-11,"Conversion, House Ads",1,0,1,0,0,1,0,0
a100007226-1,30-36 years,English,1,2018-01-12,2018-01-12,Facebook,1,0,0,0,1,0,0,0
a100003832-1,19-24 years,English,1,2018-01-15,2018-01-15,Email,1,0,0,1,0,0,0,0
a100005880-1,36-45 years,English,1,2018-01-01,2018-01-15,"Email, House Ads",2,14,0,1,0,1,0,0
a100000081-1,55+ years,English,1,2018-01-04,2018-01-04,"Conversion, House Ads",1,0,1,0,0,1,0,0
a100006649-1,36-45 years,English,1,2018-01-08,2018-01-08,Facebook,1,0,0,0,1,0,0,0
a100006239-1,0-18 years,English,1,2018-01-01,2018-01-01,House Ads,1,0,0,0,0,1,0,0
a100003901-1,0-18 years,English,1,2018-01-15,2018-01-15,Email,1,0,0,1,0,0,0,0
a100006787-1,24-30 years,English,1,2018-01-02,2018-01-31,"Instagram, Push",2,29,0,0,0,0,1,1
a100001130-2,19-24 years,English,2,2018-01-31,2018-01-31,House Ads,1,0,0,0,0,1,0,0
a100001212-1,24-30 years,English,1,2018-01-12,2018-01-14,"Conversion, Facebook",1,2,1,0,1,0,0,0
a100002063-1,36-45 years,English,1,2018-01-09,2018-01-10,"Facebook, House Ads",2,1,0,0,1,1,0,0
a100002417-1,36-45 years,Arabic,1,2018-01-15,2018-01-29,"Email, House Ads",2,14,0,1,0,1,0,0
a100003949-1,55+ years,English,1,2018-01-06,2018-01-06,Instagram,1,0,0,0,0,0,1,0
a100006841-1,0-18 years,English,1,2018-01-10,2018-01-10,House Ads,1,0,0,0,0,1,0,0
a100005871-1,24-30 years,English,1,2018-01-15,2018-01-30,"Email, House Ads",2,15,0,1,0,1,0,0
a100001127-1,19-24 years,English,1,2018-01-13,2018-01-13,Conversion,0,0,1,0,0,0,0,0
a100004083-1,0-18 years,English,1,2018-01-31,2018-01-31,Instagram,1,0,0,0,0,0,1,0
a100005007-1,0-18 years,English,1,2018-01-04,2018-01-04,House Ads,1,0,0,0,0,1,0,0
a100000688-1,19-24 years,English,1,2018-01-16,2018-01-16,"Conversion, Email",1,0,1,1,0,0,0,0
a100005815-1,30-36 years,English,1,2018-01-17,2018-01-17,House Ads,1,0,0,0,0,1,0,0
a100000415-1,24-30 years,English,1,2018-01-26,2018-01-26,Conversion,0,0,1,0,0,0,0,0
a100004684-1,55+ years,English,1,2018-01-09,2018-01-12,"House Ads, Instagram",2,3,0,0,0,1,1,0
a100001956-1,45-55 years,English,1,2018-01-01,2018-01-25,"Facebook, House Ads",2,24,0,0,1,1,0,0
a100006214-1,30-36 years,English,1,2018-01-28,2018-01-28,House Ads,1,0,0,0,0,1,0,0
a100007097-1,36-45 years,English,1,2018-01-26,2018-01-26,House Ads,1,0,0,0,0,1,0,0
a100002073-1,24-30 years,Spanish,1,2018-01-11,2018-01-11,House Ads,1,0,0,0,0,1,0,0
a100002340-1,45-55 years,Spanish,1,2018-01-18,2018-01-18,Facebook,1,0,0,0,1,0,0,0
a100001179-1,0-18 years,English,1,2018-01-08,2018-01-08,"Conversion, Instagram",1,0,1,0,0,0,1,0
a100000862-1,19-24 years,English,1,2018-01-11,2018-01-25,"Conversion, House Ads, Instagram",2,14,1,0,0,1,1,0
a100000875-2,19-24 years,English,2,2018-01-11,2018-01-11,Conversion,0,0,1,0,0,0,0,0
a100005656-1,45-55 years,English,1,2018-01-20,2018-01-20,House Ads,1,0,0,0,0,1,0,0
a100006567-1,55+ years,English,1,2018-01-27,2018-01-27,House Ads,1,0,0,0,0,1,0,0
a100003482-1,55+ years,Arabic,1,2018-01-26,2018-01-26,House Ads,1,0,0,0,0,1,0,0
a100001530-1,45-55 years,English,1,2018-01-27,2018-01-27,House Ads,1,0,0,0,0,1,0,0
a100005668-1,30-36 years,English,1,2018-01-27,2018-01-27,"House Ads, Instagram",2,0,0,0,0,1,1,0
a100001479-1,24-30 years,English,1,2018-01-19,2018-01-19,Facebook,1,0,0,0,1,0,0,0
a100007158-1,45-55 years,English,1,2018-01-05,2018-01-05,Instagram,1,0,0,0,0,0,1,0
a100005931-1,55+ years,English,1,2018-01-08,2018-01-15,"Email, Facebook",2,7,0,1,1,0,0,0
a100006868-1,55+ years,English,1,2018-01-14,2018-01-14,House Ads,1,0,0,0,0,1,0,0
a100002590-1,30-36 years,English,1,2018-01-23,2018-01-23,Instagram,1,0,0,0,0,0,1,0
a100005709-1,24-30 years,English,1,2018-01-02,2018-01-02,Instagram,1,0,0,0,0,0,1,0
a100000686-1,19-24 years,Spanish,1,2018-01-16,2018-01-16,"Conversion, Email",1,0,1,1,0,0,0,0
a100006406-1,55+ years,English,1,2018-01-30,2018-01-30,House Ads,1,0,0,0,0,1,0,0
a100005638-1,19-24 years,English,1,2018-01-17,2018-01-17,Facebook,1,0,0,0,1,0,0,0
a100000257-1,24-30 years,English,1,2018-01-07,2018-01-07,"Conversion, House Ads",1,0,1,0,0,1,0,0
a100006945-1,55+ years,English,1,2018-01-30,2018-01-30,House Ads,1,0,0,0,0,1,0,0
a100003024-1,36-45 years,English,1,2018-01-23,2018-01-23,Instagram,1,0,0,0,0,0,1,0
a100005244-1,55+ years,English,1,2018-01-12,2018-01-12,Instagram,1,0,0,0,0,0,1,0
a100000946-1,30-36 years,English,1,2018-01-05,2018-01-05,House Ads,1,0,0,0,0,1,0,0
a100004947-1,30-36 years,English,1,2018-01-21,2018-01-21,Facebook,1,0,0,0,1,0,0,0
a100007001-1,55+ years,English,1,2018-01-07,2018-01-07,Instagram,1,0,0,0,0,0,1,0
a100000844-1,30-36 years,Spanish,1,2018-01-10,2018-01-10,House Ads,1,0,0,0,0,1,0,0
a100003612-1,24-30 years,Arabic,1,2018-01-14,2018-01-14,House Ads,1,0,0,0,0,1,0,0
a100001126-2,19-24 years,English,2,2018-01-31,2018-01-31,Instagram,1,0,0,0,0,0,1,0
a100000928-1,0-18 years,English,1,2018-01-12,2018-01-29,"House Ads, Instagram",2,17,0,0,0,1,1,0
a100000243-1,45-55 years,English,1,2018-01-22,2018-01-22,Instagram,1,0,0,0,0,0,1,0
a100000559-1,19-24 years,English,1,2018-01-03,2018-01-03,Conversion,0,0,1,0,0,0,0,0
a100003411-1,0-18 years,Arabic,1,2018-01-16,2018-01-16,House Ads,1,0,0,0,0,1,0,0
a100002031-1,24-30 years,English,1,2018-01-05,2018-01-08,"Facebook, House Ads",2,3,0,0,1,1,0,0
a100004623-1,19-24 years,Spanish,1,2018-01-14,2018-01-14,House Ads,1,0,0,0,0,1,0,0
a100005073-1,30-36 years,English,1,2018-01-13,2018-01-13,House Ads,1,0,0,0,0,1,0,0
a100002252-1,19-24 years,English,1,2018-01-06,2018-01-28,"Facebook, House Ads",2,22,0,0,1,1,0,0
a100005309-1,19-24 years,English,1,2018-01-27,2018-01-27,Instagram,1,0,0,0,0,0,1,0
a100005421-1,19-24 years,English,1,2018-01-12,2018-01-12,Instagram,1,0,0,0,0,0,1,0
a100000616-1,45-55 years,English,1,2018-01-29,2018-01-29,"Conversion, Facebook",1,0,1,0,1,0,0,0
a100007262-1,24-30 years,German,1,2018-01-16,2018-01-16,"Conversion, Email",1,0,1,1,0,0,0,0
a100002227-1,0-18 years,English,1,2018-01-02,2018-01-18,"House Ads, Push",2,16,0,0,0,1,0,1
a100005827-1,19-24 years,English,1,2018-01-19,2018-01-19,Facebook,1,0,0,0,1,0,0,0
a100002193-1,24-30 years,English,1,2018-01-15,2018-01-15,House Ads,1,0,0,0,0,1,0,0
a100001119-1,24-30 years,English,1,2018-01-05,2018-01-05,"Conversion, Instagram",1,0,1,0,0,0,1,0
a100005550-1,36-45 years,English,1,2018-01-05,2018-01-05,Facebook,1,0,0,0,1,0,0,0
a100006195-1,45-55 years,English,1,2018-01-20,2018-01-20,Instagram,1,0,0,0,0,0,1,0
a100006425-1,36-45 years,English,1,2018-01-02,2018-01-02,House Ads,1,0,0,0,0,1,0,0
a100006559-1,45-55 years,English,1,2018-01-26,2018-01-26,Instagram,1,0,0,0,0,0,1,0
a100006962-1,24-30 years,English,1,2018-01-02,2018-01-02,Instagram,1,0,0,0,0,0,1,0
a100000107-1,24-30 years,English,1,2018-01-04,2018-01-05,"Conversion, House Ads",1,1,1,0,0,1,0,0
a100006339-1,24-30 years,English,1,2018-01-15,2018-01-15,Instagram,1,0,0,0,0,0,1,0
a100000753-1,55+ years,English,1,2018-01-06,2018-01-16,"Conversion, House Ads, Push",2,10,1,0,0,1,0,1
a100001842-1,45-55 years,English,1,2018-01-09,2018-01-09,House Ads,1,0,0,0,0,1,0,0
a100000394-1,36-45 years,English,1,2018-01-24,2018-01-24,Conversion,0,0,1,0,0,0,0,0
a100003063-1,45-55 years,English,1,2018-01-29,2018-01-29,Instagram,1,0,0,0,0,0,1,0
a100005485-1,24-30 years,English,1,2018-01-26,2018-01-26,Instagram,1,0,0,0,0,0,1,0
a100000427-1,45-55 years,English,1,2018-01-13,2018-01-28,"Facebook, House Ads",2,15,0,0,1,1,0,0
a100000986-1,19-24 years,English,1,2018-01-02,2018-01-12,"Conversion, House Ads, Instagram",2,10,1,0,0,1,1,0
a100005621-1,45-55 years,English,1,2018-01-15,2018-01-15,Instagram,1,0,0,0,0,0,1,0
a100000368-1,55+ years,English,1,2018-01-19,2018-01-19,Conversion,0,0,1,0,0,0,0,0
a100001184-1,19-24 years,English,1,2018-01-08,2018-01-09,"Conversion, House Ads, Push",2,1,1,0,0,1,0,1
a100006013-1,45-55 years,English,1,2018-01-20,2018-01-20,Instagram,1,0,0,0,0,0,1,0
a100005855-1,0-18 years,English,1,2018-01-15,2018-01-28,"Email, House Ads",2,13,0,1,0,1,0,0
a100002514-1,45-55 years,German,1,2018-01-12,2018-01-12,House Ads,1,0,0,0,0,1,0,0
a100000756-1,24-30 years,English,1,2018-01-16,2018-01-16,Conversion,0,0,1,0,0,0,0,0
a100002701-1,30-36 years,English,1,2018-01-08,2018-01-08,Facebook,1,0,0,0,1,0,0,0
a100006604-1,19-24 years,English,1,2018-01-02,2018-01-02,House Ads,1,0,0,0,0,1,0,0
a100002360-1,19-24 years,English,1,2018-01-21,2018-01-31,"Facebook, House Ads",2,10,0,0,1,1,0,0
a100001345-2,24-30 years,English,2,2018-01-31,2018-01-31,House Ads,1,0,0,0,0,1,0,0
a100000276-1,0-18 years,Spanish,1,2018-01-08,2018-01-08,"Conversion, House Ads",1,0,1,0,0,1,0,0
a100002069-1,36-45 years,English,1,2018-01-11,2018-01-15,"House Ads, Instagram",2,4,0,0,0,1,1,0
a100002480-1,19-24 years,English,1,2018-01-07,2018-01-07,House Ads,1,0,0,0,0,1,0,0
a100003394-1,30-36 years,English,1,2018-01-14,2018-01-14,House Ads,1,0,0,0,0,1,0,0
a100001074-2,0-18 years,English,2,2018-01-24,2018-01-24,House Ads,1,0,0,0,0,1,0,0
a100003422-1,24-30 years,Spanish,1,2018-01-18,2018-01-18,House Ads,1,0,0,0,0,1,0,0
a100004173-1,55+ years,English,1,2018-01-13,2018-01-13,Instagram,1,0,0,0,0,0,1,0
a100004935-1,45-55 years,English,1,2018-01-19,2018-01-19,House Ads,1,0,0,0,0,1,0,0
a100004107-1,30-36 years,English,1,2018-01-03,2018-01-03,House Ads,1,0,0,0,0,1,0,0
a100005263-1,36-45 years,English,1,2018-01-15,2018-01-15,House Ads,1,0,0,0,0,1,0,0
a100000637-1,0-18 years,English,1,2018-01-15,2018-01-15,Conversion,0,0,1,0,0,0,0,0
a100004723-1,30-36 years,English,1,2018-01-14,2018-01-30,"Facebook, House Ads",2,16,0,0,1,1,0,0
a100000564-1,0-18 years,English,1,2018-01-08,2018-01-08,"Conversion, Facebook",1,0,1,0,1,0,0,0
a100003052-1,30-36 years,English,1,2018-01-27,2018-01-27,Facebook,1,0,0,0,1,0,0,0
a100004122-1,36-45 years,English,1,2018-01-05,2018-01-05,Push,1,0,0,0,0,0,0,1
a100000634-1,19-24 years,English,1,2018-01-15,2018-01-15,Conversion,0,0,1,0,0,0,0,0
a100005945-1,55+ years,English,1,2018-01-10,2018-01-15,"Email, House Ads",2,5,0,1,0,1,0,0
a100000954-1,0-18 years,English,1,2018-01-02,2018-01-16,"Conversion, House Ads",1,14,1,0,0,1,0,0
a100003144-1,19-24 years,English,1,2018-01-09,2018-01-09,House Ads,1,0,0,0,0,1,0,0
a100004312-1,45-55 years,English,1,2018-01-07,2018-01-07,House Ads,1,0,0,0,0,1,0,0
a100004770-1,19-24 years,English,1,2018-01-26,2018-01-26,Push,1,0,0,0,0,0,0,1
a100005109-1,36-45 years,English,1,2018-01-18,2018-01-18,Instagram,1,0,0,0,0,0,1,0
a100005074-1,36-45 years,English,1,2018-01-13,2018-01-13,Push,1,0,0,0,0,0,0,1
a100004068-1,55+ years,English,1,2018-01-28,2018-01-28,Instagram,1,0,0,0,0,0,1,0
a100002187-1,24-30 years,English,1,2018-01-09,2018-01-27,"House Ads, Push",2,18,0,0,0,1,0,1
a100000083-1,19-24 years,English,1,2018-01-04,2018-01-04,Conversion,0,0,1,0,0,0,0,0
a100003859-1,0-18 years,English,1,2018-01-15,2018-01-15,Email,1,0,0,1,0,0,0,0
a100002746-1,19-24 years,English,1,2018-01-14,2018-01-14,House Ads,1,0,0,0,0,1,0,0
a100005772-1,24-30 years,English,1,2018-01-11,2018-01-11,Instagram,1,0,0,0,0,0,1,0
a100001415-1,36-45 years,English,1,2018-01-10,2018-01-10,Facebook,1,0,0,0,1,0,0,0
a100001574-1,19-24 years,English,1,2018-01-02,2018-01-02,Instagram,1,0,0,0,0,0,1,0
a100005795-1,36-45 years,English,1,2018-01-14,2018-01-14,Facebook,1,0,0,0,1,0,0,0
a100006552-1,45-55 years,English,1,2018-01-20,2018-01-20,House Ads,1,0,0,0,0,1,0,0
a100003616-1,55+ years,English,1,2018-01-15,2018-01-29,"House Ads, Push",2,14,0,0,0,1,0,1
a100005005-1,45-55 years,English,1,2018-01-03,2018-01-03,Instagram,1,0,0,0,0,0,1,0
a100004960-1,24-30 years,English,1,2018-01-28,2018-01-28,House Ads,1,0,0,0,0,1,0,0
a100001445-1,36-45 years,English,1,2018-01-15,2018-01-15,Instagram,1,0,0,0,0,0,1,0
a100000481-1,30-36 years,English,1,2018-01-24,2018-01-24,Instagram,1,0,0,0,0,0,1,0
a100002368-1,30-36 years,English,1,2018-01-20,2018-01-24,"Facebook, House Ads, Instagram",3,4,0,0,1,1,1,0
a100001880-1,19-24 years,English,1,2018-01-15,2018-01-15,House Ads,1,0,0,0,0,1,0,0
a100001548-1,45-55 years,English,1,2018-01-29,2018-01-29,Facebook,1,0,0,0,1,0,0,0
a100006617-1,0-18 years,English,1,2018-01-04,2018-01-04,House Ads,1,0,0,0,0,1,0,0
a100002753-1,55+ years,English,1,2018-01-15,2018-01-15,Facebook,1,0,0,0,1,0,0,0
a100001584-1,45-55 years,English,1,2018-01-03,2018-01-03,House Ads,1,0,0,0,0,1,0,0
a100005339-1,30-36 years,English,1,2018-01-31,2018-01-31,Facebook,1,0,0,0,1,0,0,0
a100004217-1,19-24 years,Arabic,1,2018-01-19,2018-01-19,House Ads,1,0,0,0,0,1,0,0
a100006955-1,24-30 years,English,1,2018-01-01,2018-01-01,House Ads,1,0,0,0,0,1,0,0
a100001522-1,30-36 years,English,1,2018-01-25,2018-01-25,House Ads,1,0,0,0,0,1,0,0
a100002839-1,0-18 years,English,1,2018-01-28,2018-01-28,House Ads,1,0,0,0,0,1,0,0
a100004403-1,45-55 years,English,1,2018-01-20,2018-01-27,"Facebook, House Ads",2,7,0,0,1,1,0,0
a100003154-1,0-18 years,English,1,2018-01-11,2018-01-11,Instagram,1,0,0,0,0,0,1,0
a100005742-1,0-18 years,English,1,2018-01-06,2018-01-06,Facebook,1,0,0,0,1,0,0,0
a100000461-1,36-45 years,English,1,2018-01-02,2018-01-21,"House Ads, Instagram",2,19,0,0,0,1,1,0
a100004472-1,36-45 years,English,1,2018-01-04,2018-01-04,House Ads,1,0,0,0,0,1,0,0
a100005734-1,55+ years,English,1,2018-01-05,2018-01-05,Facebook,1,0,0,0,1,0,0,0
a100003445-1,55+ years,English,1,2018-01-21,2018-01-21,House Ads,1,0,0,0,0,1,0,0
a100001774-1,30-36 years,English,1,2018-01-30,2018-01-30,Instagram,1,0,0,0,0,0,1,0
a100006179-1,30-36 years,English,1,2018-01-18,2018-01-18,House Ads,1,0,0,0,0,1,0,0
a100003385-1,30-36 years,English,1,2018-01-13,2018-01-13,House Ads,1,0,0,0,0,1,0,0
a100006748-1,45-55 years,English,1,2018-01-28,2018-01-28,Push,1,0,0,0,0,0,0,1
a100003033-1,24-30 years,English,1,2018-01-24,2018-01-24,House Ads,1,0,0,0,0,1,0,0
a100006099-1,0-18 years,English,1,2018-01-06,2018-01-06,House Ads,1,0,0,0,0,1,0,0
a100004211-1,24-30 years,English,1,2018-01-18,2018-01-28,"Facebook, House Ads",2,10,0,0,1,1,0,0
a100000456-1,55+ years,English,1,2018-01-01,2018-01-01,House Ads,1,0,0,0,0,1,0,0
a100000407-1,0-18 years,Spanish,1,2018-01-17,2018-01-17,"Conversion, House Ads",1,0,1,0,0,1,0,0
a100005867-1,45-55 years,English,1,2018-01-15,2018-01-30,"Email, Facebook",2,15,0,1,1,0,0,0
a100006637-1,55+ years,English,1,2018-01-06,2018-01-06,Instagram,1,0,0,0,0,0,1,0
a100005344-1,19-24 years,English,1,2018-01-01,2018-01-01,House Ads,1,0,0,0,0,1,0,0
a100004003-1,36-45 years,English,1,2018-01-14,2018-01-14,Push,1,0,0,0,0,0,0,1
a100001756-1,30-36 years,English,1,2018-01-28,2018-01-28,Facebook,1,0,0,0,1,0,0,0
a100007285-1,0-18 years,German,1,2018-01-17,2018-01-17,Conversion,0,0,1,0,0,0,0,0
a100003003-1,19-24 years,English,1,2018-01-20,2018-01-20,House Ads,1,0,0,0,0,1,0,0
a100006720-1,45-55 years,English,1,2018-01-18,2018-01-18,House Ads,1,0,0,0,0,1,0,0
a100004061-1,55+ years,English,1,2018-01-27,2018-01-27,Instagram,1,0,0,0,0,0,1,0
a100001169-1,30-36 years,English,1,2018-01-06,2018-01-06,"Conversion, Facebook, House Ads",2,0,1,0,1,1,0,0
a100004682-1,36-45 years,English,1,2018-01-09,2018-01-31,"House Ads, Push",2,22,0,0,0,1,0,1
a100002896-1,55+ years,English,1,2018-01-05,2018-01-05,Facebook,1,0,0,0,1,0,0,0
a100005737-1,24-30 years,English,1,2018-01-06,2018-01-06,House Ads,1,0,0,0,0,1,0,0
a100001940-1,19-24 years,English,1,2018-01-08,2018-01-23,"Facebook, House Ads",2,15,0,0,1,1,0,0
a100006441-1,55+ years,English,1,2018-01-04,2018-01-04,Facebook,1,0,0,0,1,0,0,0
a100004860-1,0-18 years,English,1,2018-01-08,2018-01-08,Instagram,1,0,0,0,0,0,1,0
a100001933-1,0-18 years,English,1,2018-01-11,2018-01-22,"House Ads, Instagram",2,11,0,0,0,1,1,0
a100005594-1,55+ years,English,1,2018-01-11,2018-01-11,Push,1,0,0,0,0,0,0,1
a100007267-1,24-30 years,German,1,2018-01-16,2018-01-16,"Conversion, Email",1,0,1,1,0,0,0,0
a100000747-1,45-55 years,English,1,2018-01-07,2018-01-07,House Ads,1,0,0,0,0,1,0,0
a100003681-1,36-45 years,English,1,2018-01-08,2018-01-24,"House Ads, Push",2,16,0,0,0,1,0,1
a100005384-1,55+ years,English,1,2018-01-06,2018-01-06,House Ads,1,0,0,0,0,1,0,0
a100004891-1,30-36 years,English,1,2018-01-13,2018-01-13,Facebook,1,0,0,0,1,0,0,0
a100002836-1,55+ years,English,1,2018-01-27,2018-01-27,Push,1,0,0,0,0,0,0,1
a100006703-1,24-30 years,English,1,2018-01-16,2018-01-16,Instagram,1,0,0,0,0,0,1,0
a100000908-1,45-55 years,English,1,2018-01-02,2018-01-27,"House Ads, Instagram",2,25,0,0,0,1,1,0
a100002188-1,30-36 years,English,1,2018-01-10,2018-01-28,"Facebook, House Ads",2,18,0,0,1,1,0,0
a100002743-1,55+ years,English,1,2018-01-14,2018-01-14,House Ads,1,0,0,0,0,1,0,0
a100005269-1,30-36 years,English,1,2018-01-16,2018-01-16,Instagram,1,0,0,0,0,0,1,0
a100007170-1,30-36 years,English,1,2018-01-17,2018-01-17,Instagram,1,0,0,0,0,0,1,0
a100005572-1,45-55 years,English,1,2018-01-08,2018-01-08,Instagram,1,0,0,0,0,0,1,0
a100000546-1,19-24 years,English,1,2018-01-21,2018-01-21,"Conversion, Email",1,0,1,1,0,0,0,0
a100001783-1,0-18 years,English,1,2018-01-01,2018-01-01,Facebook,1,0,0,0,1,0,0,0
a100002269-1,0-18 years,English,1,2018-01-08,2018-01-08,Instagram,1,0,0,0,0,0,1,0
a100003121-1,45-55 years,English,1,2018-01-06,2018-01-06,House Ads,1,0,0,0,0,1,0,0
a100003198-1,55+ years,English,1,2018-01-17,2018-01-17,House Ads,1,0,0,0,0,1,0,0
a100001767-1,24-30 years,English,1,2018-01-29,2018-01-29,Facebook,1,0,0,0,1,0,0,0
a100006972-1,45-55 years,English,1,2018-01-03,2018-01-03,House Ads,1,0,0,0,0,1,0,0
a100001780-1,30-36 years,English,1,2018-01-31,2018-01-31,Facebook,1,0,0,0,1,0,0,0
a100005081-1,36-45 years,English,1,2018-01-14,2018-01-14,House Ads,1,0,0,0,0,1,0,0
a100000143-1,30-36 years,English,1,2018-01-04,2018-01-04,Instagram,1,0,0,0,0,0,1,0
a100006737-1,19-24 years,English,1,2018-01-21,2018-01-21,House Ads,1,0,0,0,0,1,0,0
a100000174-1,36-45 years,English,1,2018-01-30,2018-01-30,Instagram,1,0,0,0,0,0,1,0
a100000625-1,0-18 years,English,1,2018-01-27,2018-01-27,"Conversion, Facebook",1,0,1,0,1,0,0,0
a100000245-1,19-24 years,English,1,2018-01-22,2018-01-22,House Ads,1,0,0,0,0,1,0,0
a100004855-1,24-30 years,English,1,2018-01-08,2018-01-08,House Ads,1,0,0,0,0,1,0,0
a100001040-1,19-24 years,English,1,2018-01-10,2018-01-19,"House Ads, Push",2,9,0,0,0,1,0,1
a100002260-1,30-36 years,English,1,2018-01-07,2018-01-21,"Facebook, House Ads",2,14,0,0,1,1,0,0
a100004930-1,0-18 years,English,1,2018-01-18,2018-01-18,Push,1,0,0,0,0,0,0,1
a100002347-1,0-18 years,English,1,2018-01-18,2018-01-19,"Instagram, Push",2,1,0,0,0,0,1,1
a100001658-1,19-24 years,English,1,2018-01-14,2018-01-14,House Ads,1,0,0,0,0,1,0,0
a100000590-1,19-24 years,English,1,2018-01-03,2018-01-03,"Conversion, Facebook",1,0,1,0,1,0,0,0
a100003646-1,55+ years,English,1,2018-01-03,2018-01-19,"House Ads, Push",2,16,0,0,0,1,0,1
a100004714-1,19-24 years,English,1,2018-01-13,2018-01-21,"House Ads, Push",2,8,0,0,0,1,0,1
a100005148-1,19-24 years,English,1,2018-01-29,2018-01-29,Instagram,1,0,0,0,0,0,1,0
a100000562-1,19-24 years,English,1,2018-01-06,2018-01-06,"Conversion, Email",1,0,1,1,0,0,0,0
a100005666-1,19-24 years,English,1,2018-01-27,2018-01-27,Push,1,0,0,0,0,0,0,1
a100004715-1,24-30 years,English,1,2018-01-13,2018-01-22,"Facebook, House Ads",2,9,0,0,1,1,0,0
a100006633-1,24-30 years,English,1,2018-01-06,2018-01-06,House Ads,1,0,0,0,0,1,0,0
a100001277-1,30-36 years,English,1,2018-01-22,2018-01-25,"Facebook, Instagram",2,3,0,0,1,0,1,0
a100002335-1,0-18 years,English,1,2018-01-18,2018-01-21,"Facebook, Instagram",2,3,0,0,1,0,1,0
a100006120-1,0-18 years,English,1,2018-01-09,2018-01-09,Facebook,1,0,0,0,1,0,0,0
a100006675-1,24-30 years,English,1,2018-01-12,2018-01-12,Facebook,1,0,0,0,1,0,0,0
a100003056-1,55+ years,English,1,2018-01-28,2018-01-28,House Ads,1,0,0,0,0,1,0,0
a100004721-1,19-24 years,English,1,2018-01-14,2018-01-14,House Ads,1,0,0,0,0,1,0,0
a100000145-1,0-18 years,Spanish,1,2018-01-18,2018-01-18,House Ads,1,0,0,0,0,1,0,0
a100005745-1,30-36 years,English,1,2018-01-07,2018-01-07,House Ads,1,0,0,0,0,1,0,0
a100006691-1,36-45 years,English,1,2018-01-14,2018-01-14,Facebook,1,0,0,0,1,0,0,0
a100001664-1,19-24 years,English,1,2018-01-15,2018-01-15,House Ads,1,0,0,0,0,1,0,0
a100005341-1,45-55 years,English,1,2018-01-31,2018-01-31,Instagram,1,0,0,0,0,0,1,0
a100002316-1,45-55 years,English,1,2018-01-15,2018-01-15,Facebook,1,0,0,0,1,0,0,0
a100003862-1,30-36 years,English,1,2018-01-15,2018-01-15,Email,1,0,0,1,0,0,0,0
a100004787-1,36-45 years,English,1,2018-01-29,2018-01-29,Facebook,1,0,0,0,1,0,0,0
a100001577-1,36-45 years,English,1,2018-01-02,2018-01-02,House Ads,1,0,0,0,0,1,0,0
a100001583-1,36-45 years,English,1,2018-01-03,2018-01-03,Facebook,1,0,0,0,1,0,0,0
a100003354-1,19-24 years,English,1,2018-01-08,2018-01-08,House Ads,1,0,0,0,0,1,0,0
a100005177-1,24-30 years,English,1,2018-01-02,2018-01-02,House Ads,1,0,0,0,0,1,0,0
a100005930-1,45-55 years,English,1,2018-01-08,2018-01-15,"Email, Push",2,7,0,1,0,0,0,1
a100001622-1,19-24 years,English,1,2018-01-09,2018-01-09,Instagram,1,0,0,0,0,0,1,0
a100006272-1,45-55 years,English,1,2018-01-05,2018-01-05,Facebook,1,0,0,0,1,0,0,0
a100000154-1,19-24 years,English,1,2018-01-06,2018-01-06,Conversion,0,0,1,0,0,0,0,0
a100004709-1,30-36 years,English,1,2018-01-12,2018-01-16,"House Ads, Instagram",2,4,0,0,0,1,1,0
a100000912-1,30-36 years,English,1,2018-01-03,2018-01-28,"House Ads, Instagram",2,25,0,0,0,1,1,0
a100006375-1,30-36 years,English,1,2018-01-20,2018-01-20,Push,1,0,0,0,0,0,0,1
a100007205-1,30-36 years,English,1,2018-01-21,2018-01-21,Facebook,1,0,0,0,1,0,0,0
a100004453-1,55+ years,English,1,2018-01-01,2018-01-01,"House Ads, Instagram",2,0,0,0,0,1,1,0
a100006126-1,55+ years,English,1,2018-01-10,2018-01-10,House Ads,1,0,0,0,0,1,0,0
a100005494-1,36-45 years,English,1,2018-01-28,2018-01-28,Facebook,1,0,0,0,1,0,0,0
a100002946-1,24-30 years,English,1,2018-01-12,2018-01-12,Instagram,1,0,0,0,0,0,1,0
a100002423-1,36-45 years,English,1,2018-01-15,2018-01-30,"Email, Facebook",2,15,0,1,1,0,0,0
a100001141-2,19-24 years,English,2,2018-01-02,2018-01-02,Instagram,1,0,0,0,0,0,1,0
a100005396-1,36-45 years,English,1,2018-01-08,2018-01-08,Instagram,1,0,0,0,0,0,1,0
a100007162-1,24-30 years,English,1,2018-01-09,2018-01-09,House Ads,1,0,0,0,0,1,0,0
